facility id,notification,Attorney,Total,url,violation_data,equipment,reclaim,titlev,reclaim_titlev,none
178125,P63679,TCF,2000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63679&notice_type=NOV&fac_id=178125,Failure to submit permit modification for the Caterpillar Fire Pump.  Failure to submit registration for chillers with greater than 50 lbs. of refrigerant.,Caterpillar Fire Pump.  Trane and Carrier Chillers.,,,,
183536,P59542,TCF,1600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59542&notice_type=NOV&fac_id=183536,Causing and allowing the emissions of fugitive dust from a disturbed surface area such that the dust remains visible in the atmosphere beyond the property line of the emisison source. Failure to utilize applicable best available control measures included,,,,,
11034,P62078,TCF,850.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62078&notice_type=NOV&fac_id=11034 ,Failure to submit 1st quarter QCER of the 2015 compliance year in a timely manner.,Boilers,,,,
167392,P64916,TCF,650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64916&notice_type=NOV&fac_id=167392,Failure to maintain gasoline dispensing system in good working order in accordance with the manufacturers' specification of the certified system; Vapor recovery system components not installed in accordance with CARB's manufacturers' certification -,breakaway at fueling point # 2 installed upside down; Operating gasoline dispensing system with a major defect - breakaway at fueling point # 2 installed upside down (improper installation),,,,
178695,P65358,TCF,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P65358&notice_type=NOV&fac_id=178695,Allowing dirt track out to extend more than 25 feet in cumulative length.,,,,,
121477,P64224,TCF,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64224&notice_type=NOV&fac_id=121477,Failure to register boilers rated 1_2 million Btu/hr,,,,,
121477,P64224,INT,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64224&notice_type=NOV&fac_id=121477,Failure to register boilers rated 1_2 million Btu/hr,,,,,
96688,P59361,MJR,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59361&notice_type=NOV&fac_id=96688 ,Operating a Generac diesel fueled engine rated at 99 bhp within 100 meters (323 ft) of a school without reducing Diesel PM emissions as required.,,,,,
149973,P61973,MJR,400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61973&notice_type=NOV&fac_id=149973,OPERATING A GASOLINE DISPENSING FACILITY WITH AN EXPIRED PERMIT.,,,,,
12155,P57823,AJO,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57823&notice_type=NOV&fac_id=12155 ,Failure to accurately report R219 emissions,RECLAIM R219 sources,,,,
173917,P61107,LBN,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61107&notice_type=NOV&fac_id=173917,"FAILURE TO CONDUCT AN ASBESTOS SURVEY, FAILURE TO NOTIFY OF THE RENOVATION, FAILURE TO USE PROPER REMOVAL PROCEDURES, FAILURE TO USE REQUIRED HANDLING PROCEDURES.",,,,,
1403,P61107,LBN,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61107&notice_type=NOV&fac_id=1403 ,"FAILURE TO CONDUCT AN ASBESTOS SURVEY, FAILURE TO NOTIFY OF THE RENOVATION, FAILURE TO USE PROPER REMOVAL PROCEDURES, FAILURE TO USE REQUIRED HANDLING PROCEDURES.",,,,,
141555,P57822,RRF,350.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57822&notice_type=NOV&fac_id=141555,Failed to submit Quarterly Certification of Emissions Report (QCER) in a timely manner.,RECLAIM,,,,
172731,P59262,MJR,1200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59262&notice_type=NOV&fac_id=172731,"Operating a portable internal combustion engine, Izusu brand, model 6BD1, serial number 739519, greater than 50 brake horsepower, without a permit to operate.",,,,,
172731,P59260,MJR,1200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59260&notice_type=NOV&fac_id=172731,"Operating a portable internal combustion engine, Isuzu brand, model 6BD1, serial number 739519, greater than 50 brake horsepower without a permit to operate.",,,,,
125579,P57873,BTG,17500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57873&notice_type=NOV&fac_id=125579,Failure to submit accurate APEP and QCERs.  Failure to submit emissions for Process source units and 219 units electronically for the 4th qtr. for CY 2014. Also failed to submit 1st Qtr QCER and electronically for Process and R219 units for CY 2015.,"ICEs, R219 boilers.",,,,
126396,P50628,MJR,40000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P50628&notice_type=NOV&fac_id=126396,"Providing , offering for sale and selling non-compliant coating products in Los Angeles Basin to the public.",,,,,
165309,P60716,KCM,4500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60716&notice_type=NOV&fac_id=165309,"operator of an onshore oil or gas well failed to notify the EO no more than 10 days and no less than 24 hours prior to the start of drilling, well completion, or rework of an onshore oil or gas well (operator notified the EO more than 30 days after)",,,,,
800335,P54979,NSF,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54979&notice_type=NOV&fac_id=800335,"Operation of a portable internal combustion engine, John Deere, Model 4045HFG93, Serial Number PE4045RO22064, rated at 166 bhp, without a valid SCAQMD Permit to Operate.",,,,,
800335,P54977,NSF,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54977&notice_type=NOV&fac_id=800335,"Operation of a portable internal combustion engine, John Deere, Model 4045HFG93, Serial Number PE4045RO22064, rated at 166 bhp, without a valid Permit to Operate.",,,,,
89050,P55896,VKT,11000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P55896&notice_type=NOV&fac_id=89050 ,"Failure to register with the district to implement their employee commute reduction program by due date December 18, 2012.",,,,,
89050,P55896,FAC,11000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P55896&notice_type=NOV&fac_id=89050 ,"Failure to register with the district to implement their employee commute reduction program by due date December 18, 2012.",,,,,
89050,P55896,INT,11000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P55896&notice_type=NOV&fac_id=89050 ,"Failure to register with the district to implement their employee commute reduction program by due date December 18, 2012.",,,,,
104004,P60417,MJR,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60417&notice_type=NOV&fac_id=104004,Failure to submit 500-SAM for last 6 months of 2014 by the due date (Section K Condition #23),,,,,
164971,P61108,LBN,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61108&notice_type=NOV&fac_id=164971,"FAILURE TO CONDUCT AN ASBESTOS SURVEY, FAILURE TO NOTIFY OF THE RENOVATION, FAILURE TO USE PROPER REMOVAL PROCEDURES; FAILURE TO USE REQUIRED HANDLING PROCEDURES.",,,,,
180021,P44896,KCM,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P44896&notice_type=NOV&fac_id=180021,Offering for sale an adhesive and/or sealant for use in the jurisdiction of the SCAQMD that at the time of sale exceeds the applicable VOC limits specified in paragraphs (c)(1) and (c)(2).,,,,,
800183,P53798,TRB,91500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53798&notice_type=NOV&fac_id=800183,Vapor leak over 500 ppm VOC from a component of the oil and water separation system.,,,,,
800183,P53779,TRB,91500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53779&notice_type=NOV&fac_id=800183,"1) Vapor leaks over 500 ppm VOC from component of the oil and water separation system. 2) Operation of equipment in a Title V facility not in compliance with all terms, requirements, and conditions specified in the Title V permit.",,,,,
800183,P60350,TRB,91500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60350&notice_type=NOV&fac_id=800183,Vapor leak over 500 ppm VOC from a component of the oil and water separation system.,,,,,
800183,P60352,TRB,91500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60352&notice_type=NOV&fac_id=800183,"1.  Leak over 100,000 ppm VOC at Vapor Recovery Compressor, and leak over 60,000 ppm VOC at keyrack.
2.  Operation of soil vapor extraction well not in compliance with condition S15.11 of the Title V Permit.",,,,,
800183,P60353,TRB,91500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60353&notice_type=NOV&fac_id=800183,"Inaccurate certification of quarterly emissions in quarters 1, 2, 3, and 4 of RECLAIM cycle 1, audit year 2012.",,,,,
800183,P34693,TRB,91500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P34693&notice_type=NOV&fac_id=800183,"Failure to maintain all equipment in such a manner that ensures proper operation of the equipment.

Spill from waste water line.  (Device D889)",,,,,
171109,P26992,NAS,90000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P26992&notice_type=NOV&fac_id=171109,"1. Leaks (1) greater than  50,000 ppm detected
2. VOC leaks greater than 500 ppm detected at the waste water system.",,,,,
171109,P26996,NAS,90000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P26996&notice_type=NOV&fac_id=171109,"(1) One vapor leak greater than 50,000ppm, (2) 15 vapor leaks at the wastewater system greater than 500ppm.",,,,,
171109,P26995,NAS,90000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P26995&notice_type=NOV&fac_id=171109,"(1) The SO2 to SO3 conversion efficiency was not kept at 99.7 or greater, (2) two pieces of equipment were not in good operating condition, (3) dishcharge of SO2 gas that contain greater than 4 lbs. of SO2 per ton of acid produced.",,,,,
171109,P26994,NAS,90000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P26994&notice_type=NOV&fac_id=171109,"1) 6 vapor leaks great than 50,000ppm, 2) 1 vapor leak from a component in heavy liquid service greater than 500ppm, 3) 1 open ended line on Tank 171, 4) 34 leaks at the wastewater system greater than 500ppm, 5) 1 permit condition violation, E153.1",,,,,
171109,P55669,NAS,90000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P55669&notice_type=NOV&fac_id=171109,1) FAILED TO RECONCILE QUARTERLY NOX EMISSIONS IN THE FIRST QUARTER OF COMMPLIANCE YEAR 2012. 2) NOX EMISSIONS FROM THE BEGINNING OF THE 2012 COMPLAINCE YEAR THROUGH THE END OF THE FIRST AND LAST QUARTERS EXCEED,THE ANNUAL NOX EMISSIONS ALLOCATION IN EFFECT AT THE END OF THE RECONCILIATION FOR THOSE QUARTERS.,,,,
171109,P26998,NAS,90000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P26998&notice_type=NOV&fac_id=171109,One VOC leak at the waste water system greater than 500 ppm,,,,,
69007,P60514,KCM,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60514&notice_type=NOV&fac_id=69007 ,1470(c)(3)(C)(iii); 203(b),diesel fueled emergency ICE,,,,
179790,P62014,KCM,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62014&notice_type=NOV&fac_id=179790,The company was performing discing on the N.E. corner of Baseline/Etiwanda Streets in the City of Rancho Cucamonga without first utilizing a dust mitigation technique (watering).,disturbed surface area operations,,,,
179790,P62014,INT,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62014&notice_type=NOV&fac_id=179790,The company was performing discing on the N.E. corner of Baseline/Etiwanda Streets in the City of Rancho Cucamonga without first utilizing a dust mitigation technique (watering).,disturbed surface area operations,,,,
171465,SRV113,WBW,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=SRV113&notice_type=NOV&fac_id=171465,,,,,,
176546,P62023,WBW,385.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62023&notice_type=NOV&fac_id=176546,"The company installed and operated a 1,995,000 Btu/hr Parker Boiler (S/N 58026) without first submitting the required Rule 222 registration",Boiler,,,,
160477,P56729,WBW,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56729&notice_type=NOV&fac_id=160477,facility operating spray booth without a permit to operate. NC E 29049 issued 10-8-14.,psb,,,,
177945,P58290,WBW,825.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58290&notice_type=NOV&fac_id=177945,OPERATING A GASOLINE DISPENSING FACILITY CONTRARY TO CARB EXECUTIVE ORDERS AND MANUFACTURER'S SPECIFICATIONS AND WITH A MAJOR DEFECT - INLET BALL VALVE IN CLOSED POSITION - IT SHOULD BE LOCKED IN OPEN POSITION (VEEDER ROOT POLISHER).,,,,,
162886,P64054,WBW,1650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64054&notice_type=NOV&fac_id=162886,"Failure to complete refresher environmental training course every 3 years, failure to clean cooling coils and replace gaskets every 2 years.",Multimatic Legend 405 per dry cleaning machine.,,,,
169307,P61984,WBW,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61984&notice_type=NOV&fac_id=169307,OPERATING A GASOLINE DISPENSING FACILITY WITH A MAJOR DEFECT - TORN WHIP HOSES PUMP #9 & #10 - FAULTY INSERTION INTERLOCK PUMP #7.,,,,,
169474,P58289,WBW,660.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58289&notice_type=NOV&fac_id=169474,"OPERATING A GASOLINE DISPENSING FACILITY WITH A MAJOR DEFECT AND CONTRARY TO MANUFACTURER'S SPECIFICATIONS AND CARB CERTIFICATION - VAPOR PROCESSOR MODE SET TO ""MANUAL"" - SHOULD BE ""AUTOMATIC"".",,,,,
58673,P63503,WBW,2100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63503&notice_type=NOV&fac_id=58673 ,"R1146.2 - Failure to demonstrate NOx limit compliance with Rite Boiler, model #250WG, mfg yr 1998, rated at 1.95 MMBTU/hr max input and RayPak boiler, model #W1-0624, mfg yr 1998,  rated at 677,000 btu/hr max input.",,,,,
49111,P64713,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64713&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES  OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64714,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64714&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64716,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64716&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64718,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64718&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons",,,,,
49111,P64719,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64719&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64720,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64720&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64721,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64721&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64722,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64722&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64723,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64723&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64724,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64724&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64725,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64725&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64726,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64726&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64727,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64727&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS",,,,,
49111,P64728,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64728&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64729,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64729&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64730,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64730&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64731,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64731&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64732,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64732&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64733,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64733&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64734,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64734&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64735,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64735&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64736,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64736&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64737,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64737&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSIONS",,,,,
49111,P64738,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64738&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSIONS",,,,,
49111,P64739,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64739&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSIONS",,,,,
49111,P64741,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64741&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons.",,,,,
49111,P64742,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64742&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons.",,,,,
49111,P64743,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64743&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons.",,,,,
49111,P64744,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64744&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons.",,,,,
49111,P64745,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64745&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons.",,,,,
49111,P64746,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64746&notice_type=NOV&fac_id=49111,"For discharging such quantities of air contaminants to cause injury, detriment, nuisance or annoyance to a considerable number of persons.",,,,,
49111,P64747,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64747&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
49111,P64748,NAS,1344000.97,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64748&notice_type=NOV&fac_id=49111,"FOR DISCHARGING SUCH QUANTITIES OF AIR CONTAMINANTS TO CAUSE INJURY, DETRIMENT, NUISANCE OR ANNOYANCE TO A CONSIDERABLE NUMBER OF PERSONS.",,,,,
63180,P56339,TRB,7500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56339&notice_type=NOV&fac_id=63180,"Failure to comply with permit conditions regulating the operation of Scrubbers C123, C144, C146 and Regenerative Thermal Oxidizer C153.","Scrubbers C123, C144, C146 and Regenerative Thermal Oxidizer C153",,,,
63180,P56340,TRB,7500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56340&notice_type=NOV&fac_id=63180,Failure to operate RTO during operation of the equipment the RTO controls,"I.D. C153, Regenerative Thermal Oxidizer",,,,
178692,P60868,NSF,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60868&notice_type=NOV&fac_id=178692,"Operation of 1 ICE >50 BHP without a valid P/O, operation of 2 boilers >1 million BTUs without Rule 222 registrations, failure to submit registration plan for AC units with >50 lbs of refrigerant.","ICE, boilers, chiller",,,,
178692,P60871,NSF,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60871&notice_type=NOV&fac_id=178692,"Operation of 1 ICE >50 BHP without a valid P/O, operation of 2 boilers >1 million BTUs without Rule 222 registrations, failure to submit registration plan for AC unit with >50 pounds of refrigerant.","ICE, boilers, AC unit",,,,
153033,P62057,VKT,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62057&notice_type=NOV&fac_id=153033,Failed to reconcile quarterly NOx emissions in the 2nd quarter of 2014 CY.  NOx emissions from the beginning of the 2014 compliance year through the end of the 2nd quarter exceeded the annual NOx emissions allocation in effect at the end of the reconcilia,Printing presses,,,,
171204,P58292,TRB,21000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58292&notice_type=NOV&fac_id=171204,"OPERATING CONTRARY TO PERMIT #N26848 CONDITION #16 - EXCEEDING THE MONTHLY THROUGHPUT LIMIT OF 20,000 GAL PER CALENDAR MONTH.",,,,,
171204,P58296,TRB,21000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58296&notice_type=NOV&fac_id=171204,"OPERATING CONTRARY TO PERMIT #N26848 CONDITION #16 - EXCEEDING THE MONTHLY THROUGHPUT LIMIT OF 20,000 GAL PER CALENDAR MONTH.",,,,,
122744,P60077,TRB,900.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60077&notice_type=NOV&fac_id=122744,"FAILURE TO CONDUCT REVERIFICATION TESTING DURING THE ESTABLISHED TESTING MONTHS (BASED ON PERFORMANCE TEST DATE OF OCTOBER 1, 2008).",,,,,
